image_id,category,source,licence,licence_url,attribution,modified,source_type,quality_stratum,split,expected_label,optional_identifier,notes,file
img_013,restaurant,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,restaurant,,,files/img_013.png
img_014,restroom,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,restroom,,,files/img_014.png
img_015,restroom,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,restroom,,,files/img_015.png
img_016,medical,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,medical,,,files/img_016.png
img_017,medical,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,medical,,red variant,files/img_017.png
img_018,transport,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,transport,,,files/img_018.png
img_019,transport,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,transport,,,files/img_019.png
img_020,transport,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,transport,,,files/img_020.png
img_021,transport,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,transport,,,files/img_021.png
img_022,transport,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,transport,,,files/img_022.png
img_023,transport,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,transport,,,files/img_023.png
img_024,transport,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,transport,,,files/img_024.png
img_025,transport,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,transport,,,files/img_025.png
img_026,transport,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,transport,,,files/img_026.png
img_027,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,out_of_scope,,generic: barbershop,files/img_027.png
img_028,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,out_of_scope,,generic: barbershop beautysalon,files/img_028.png
img_029,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,out_of_scope,,generic: beautysalon,files/img_029.png
img_030,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,out_of_scope,,generic: cashier,files/img_030.png
img_031,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,out_of_scope,,generic: coatcheck,files/img_031.png
img_032,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,out_of_scope,,generic: drinkingfountain,files/img_032.png
img_033,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,out_of_scope,,generic: elevator,files/img_033.png
img_034,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,out_of_scope,,generic: escalator,files/img_034.png
img_035,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,out_of_scope,,generic: escalator up,files/img_035.png
img_036,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,out_of_scope,,generic: escalator down,files/img_036.png
img_037,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,out_of_scope,,generic: exit,files/img_037.png
img_038,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,out_of_scope,,generic: exit green,files/img_038.png
img_039,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,out_of_scope,,generic: fire extinguisher,files/img_039.png
img_040,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,out_of_scope,,generic: litterdisposal,files/img_040.png
img_041,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,generic: mail,files/img_041.png
img_042,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,generic: no entry red,files/img_042.png
img_043,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,generic: noentry,files/img_043.png
img_044,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,generic: nosmoking,files/img_044.png
img_045,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,generic: no smoking red,files/img_045.png
img_046,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,generic: smoking symbol,files/img_046.png
img_047,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,generic: nodogs,files/img_047.png
img_048,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,generic: noparking,files/img_048.png
img_049,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,generic: nursery,files/img_049.png
img_050,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,generic: shops,files/img_050.png
img_051,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,generic: stairs,files/img_051.png
img_052,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,generic: stairs down,files/img_052.png
img_053,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,generic: telephone,files/img_053.png
img_054,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,generic: uparrow,files/img_054.png
img_055,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,generic: rightarrow,files/img_055.png
img_056,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,generic: leftanddownarrow,files/img_056.png
img_057,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,out_of_scope,,"airport_adjacent: arriving flights, no vocabulary category",files/img_057.png
img_058,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,out_of_scope,,"airport_adjacent: customs, nearest category would be security",files/img_058.png
img_059,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,out_of_scope,,airport_adjacent: hotel information,files/img_059.png
img_060,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,dev,out_of_scope,,"airport_adjacent: water transportation, not in the KB",files/img_060.png
img_061,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,"airport_adjacent: immigration, nearest category would be security",files/img_061.png
img_062,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,airport_adjacent: heliport,files/img_062.png
img_063,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,airport_adjacent: currency exchange,files/img_063.png
img_064,out_of_scope,commons,"public domain / CC0 (AIGA/DOT symbol signs, per-file licence in data/images/provenance_commons.csv)",https://commons.wikimedia.org/wiki/Category:AIGA_symbol_signs,"AIGA and the US Department of Transportation symbol signs, files from Wikimedia Commons rendered server-side as 512 px PNG",yes,clean_icon,clean,heldout,out_of_scope,,airport_adjacent: lost and found: KB category without a visual class,files/img_064.png
img_065,gate,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,gate,,"air transportation symbol, screen photo, slight angle",files/img_065.jpg
img_066,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,out_of_scope,,"airport_adjacent: arriving flights, no vocabulary category",files/img_066.jpg
img_067,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,out_of_scope,,"airport_adjacent: arriving flights, no vocabulary category",files/img_067.jpg
img_068,check_in,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,check_in,,AIGA baggage check-in: a suitcase; expected confusion with baggage,files/img_068.jpg
img_069,restaurant,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,restaurant,,,files/img_069.jpg
img_070,restaurant,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,restaurant,,,files/img_070.jpg
img_071,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,out_of_scope,,generic: barbershop,files/img_071.jpg
img_072,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,out_of_scope,,airport_adjacent: currency exchange,files/img_072.jpg
img_073,transport,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,transport,,parking,files/img_073.jpg
img_074,gate,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,gate,,"air transportation, inverted",files/img_074.jpg
img_075,baggage,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,baggage,,"AIGA baggage claim, inverted",files/img_075.jpg
img_076,baggage,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,baggage,,baggage lockers,files/img_076.jpg
img_077,transport,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,transport,,car rental,files/img_077.jpg
img_078,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,out_of_scope,,generic: cashier,files/img_078.jpg
img_079,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,out_of_scope,,generic: coat check,files/img_079.jpg
img_080,restaurant,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,restaurant,,coffee shop,files/img_080.jpg
img_081,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,out_of_scope,,"airport_adjacent: customs, nearest category would be security",files/img_081.jpg
img_082,gate,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,gate,,"departing flights, inverted",files/img_082.jpg
img_083,gate,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,gate,,departing flights,files/img_083.jpg
img_084,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_degraded,heldout,out_of_scope,,"generic: escalator, defocused",files/img_084.jpg
img_085,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_degraded,heldout,out_of_scope,,"generic: fire extinguisher, defocused",files/img_085.jpg
img_086,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_degraded,heldout,out_of_scope,,"airport_adjacent: heliport, defocused",files/img_086.jpg
img_087,information,own_photo,own work,,photograph by the project author,yes,photo_signage,real_degraded,heldout,information,,"question mark cut at the left edge, defocused",files/img_087.jpg
img_088,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_degraded,heldout,out_of_scope,,"generic: litter disposal, defocused",files/img_088.jpg
img_089,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_degraded,heldout,out_of_scope,,"generic: lost and found: KB category without a visual class, defocused",files/img_089.jpg
img_090,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_degraded,heldout,out_of_scope,,"generic: no smoking, defocused",files/img_090.jpg
img_091,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_degraded,heldout,out_of_scope,,"generic: stairs, angled, defocused",files/img_091.jpg
img_092,restroom,own_photo,own work,,photograph by the project author,yes,photo_signage,real_degraded,heldout,restroom,,"toilets, angled, defocused",files/img_092.jpg
img_093,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,out_of_scope,,"generic: directional arrow, strong angle",files/img_093.jpg
img_094,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,out_of_scope,,"generic: directional arrow, strong angle",files/img_094.jpg
img_095,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,out_of_scope,,"photo: a bunch of flowers held in a hand, pavement",files/img_095.jpg
img_096,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,out_of_scope,,photo: shop window with wooden figurines,files/img_096.jpg
img_097,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,out_of_scope,,photo: painted eggs in a wicker basket,files/img_097.jpg
img_098,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,out_of_scope,,photo: sunset over the sea,files/img_098.jpg
img_099,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,out_of_scope,,photo: palm trees on a promenade at dusk,files/img_099.jpg
img_100,out_of_scope,own_photo,own work,,photograph by the project author,yes,photo_signage,real_good_light,heldout,out_of_scope,,photo: sea and an island under a clear sky,files/img_100.jpg
